YEAR,YEAR_TYPE,SMRY_CTGRY,SRVC_CTGRY,PRVDR_ID,PRVDR_NAME,PRVDR_CITY,STATE,PRVDR_ZIP,BENE_DSTNCT_CNT,TOT_EPSD_STAY_CNT,TOT_SRVC_DAYS,BENE_LE_7_SRVC_DAYS_PCT,BENE_LE_30_SRVC_DAYS_PCT,BENE_GE_60_SRVC_DAYS_PCT,BENE_GE_180_SRVC_DAYS_PCT,TOT_CHRG_AMT,TOT_ALOWD_AMT,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,BENE_MA_PCT,BENE_DUAL_PCT,BENE_RRL_PCT,BENE_AVG_AGE,BENE_MALE_PCT,BENE_FEML_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_API_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_NATIND_PCT,BENE_RACE_OTHR_PCT,BENE_AVG_RISK_SCRE,BENE_PRMRY_DX_CNCR_PCT,BENE_PRMRY_DX_COPD_PCT,BENE_PRMRY_DX_RSPRTRYFAILR_PCT,BENE_PRMRY_DX_DMNT_PCT,BENE_PRMRY_DX_STROK_PCT,BENE_PRMRY_DX_CHF_PCT,BENE_PRMRY_DX_HYPRTNSN_PCT,BENE_PRMRY_DX_OTHRCRDVSCLR_PCT,BENE_PRMRY_DX_INFCTN_PCT,BENE_PRMRY_DX_ORTHO_PCT,BENE_PRMRY_DX_INJURY_PCT,BENE_PRMRY_DX_MTR_NRL_PCT,BENE_PRMRY_DX_DBTS_PCT,NRSNG_VISITS_CNT,MSW_VISITS_CNT,AIDE_VISITS_CNT,PHYSN_VISITS_CNT,TOT_NRSNG_MNTS,TOT_MSW_MNTS,TOT_AIDE_MNTS,NRSNG_MNTS_AVG_7_DAY_PRIOR_DEATH,MSW_MNTS_AVG_7_DAY_PRIOR_DEATH,AIDE_MNTS_AVG_7_DAY_PRIOR_DEATH,SRVC_SITE_DAYS_HOME_PCT,SRVC_SITE_DAYS_ASTD_LVG_FAC_PCT,SRVC_SITE_DAYS_LTCF_PCT,SRVC_SITE_DAYS_SNF_PCT,SRVC_SITE_DAYS_IP_PCT,SRVC_SITE_DAYS_IP_HOSPC_PCT,DSCHRG_DEATH_PCT,DSCHRG_HOSPC_LV_PCT,HOSPC_RHC_DAYS_PCT
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,FL,STATE TOTAL,146711,484619,11014855,0.33,0.56,0.33,0.15,3194220787,2039942111,2039942111,2185269690,0.42,0.24,0.03,82,0.43,0.56,0.76,0.08,0.00,0.13,0.00,0.01,2.8299999237,0.23,0.06,0.03,0.15,0.16,0.07,0.02,0.07,0.02,0.00,0.00,0.06,0.00,2919953,510531,3445667,163888,305005035,27176595,250318035,154,5,33,0.57,0.23,0.14,0.01,0.00,0.02,0.22,0.03,0.96
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,GA,STATE TOTAL,52769,189906,4448041,0.27,0.52,0.37,0.17,1155481643,709030421,709030421,767188332,0.40,0.20,0.21,80,0.41,0.58,0.75,0.21,0.00,0.01,0.00,0.00,2.5499999523,0.23,0.08,0.04,0.24,0.09,0.09,0.02,0.05,0.01,0.00,0.00,0.05,0.00,1072229,183148,1392312,2283,62032260,7941045,85445280,55,5,20,0.61,0.20,0.07,0.07,0.00,0.01,0.19,0.03,0.98
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,HI,STATE TOTAL,6337,20818,479820,0.24,0.52,0.35,0.14,127859674,94247945,94247945,80142595,0.56,0.23,0.22,84,0.41,0.58,0.26,0.00,0.55,0.05,0.00,0.11,2.4100000858,0.26,0.03,0.01,0.19,0.15,0.06,0.04,0.03,0.01,0.00,0.00,0.04,0.00,123194,25149,96852,785,8342625,1051185,7460010,55,4,35,0.71,0.02,0.09,0.11,0.00,0.01,0.21,0.02,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,IA,STATE TOTAL,20223,57970,1244894,0.32,0.58,0.29,0.10,361386465,201504773,201504773,219112865,0.24,0.25,0.47,83,0.41,0.58,0.96,0.01,0.00,0.00,0.00,0.00,2.2999999523,0.24,0.06,0.02,0.19,0.06,0.08,0.04,0.06,0.03,0.00,0.01,0.04,0.00,390971,76620,300937,4783,19827375,3569130,14631060,50,7,16,0.35,0.11,0.45,0.04,0.00,0.00,0.27,0.02,0.98
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,ID,STATE TOTAL,10071,34950,817066,0.23,0.49,0.38,0.16,262609239,129158992,129158992,138078842,0.36,0.20,0.35,82,0.44,0.55,0.94,0.00,0.00,0.02,0.00,0.00,2.2200000286,0.23,0.07,0.02,0.16,0.07,0.12,0.04,0.05,0.01,0.00,0.00,0.04,0.00,222116,47712,196618,1009,11627970,2138685,9816570,51,5,13,0.52,0.40,0.01,0.04,0.00,0.00,0.20,0.03,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,IL,STATE TOTAL,58480,167298,3597364,0.33,0.61,0.28,0.11,1051534194,639455723,639455723,643189148,0.29,0.27,0.16,83,0.40,0.59,0.83,0.10,0.01,0.04,0.00,0.00,2.6500000954,0.25,0.05,0.02,0.19,0.12,0.07,0.05,0.04,0.02,0.00,0.00,0.05,0.00,875591,162641,713574,4958,53822940,7443135,44992770,50,5,14,0.46,0.17,0.29,0.04,0.00,0.00,0.27,0.02,0.98
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,IN,STATE TOTAL,37924,119717,2685824,0.30,0.57,0.31,0.13,709171414,438533375,438533375,460507114,0.33,0.28,0.27,81,0.41,0.58,0.92,0.05,0.00,0.01,0.00,0.00,2.5599999428,0.25,0.08,0.02,0.18,0.08,0.10,0.03,0.05,0.02,0.00,0.00,0.04,0.00,697845,108023,563689,2780,36081345,4578750,31001790,46,4,12,0.48,0.15,0.28,0.06,0.00,0.00,0.23,0.02,0.98
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,KS,STATE TOTAL,16980,55136,1252619,0.28,0.53,0.34,0.14,313002160,196914690,196914690,214603607,0.22,0.25,0.36,82,0.42,0.57,0.91,0.04,0.00,0.02,0.00,0.00,2.4000000954,0.22,0.07,0.02,0.20,0.07,0.09,0.04,0.06,0.02,0.00,0.00,0.05,0.00,362105,66943,249844,1160,20450640,3229995,14261505,62,7,17,0.42,0.20,0.28,0.08,0.00,0.00,0.22,0.03,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,KY,STATE TOTAL,21659,55367,1124453,0.34,0.63,0.24,0.08,345072635,199790907,199790907,220569473,0.36,0.20,0.48,79,0.43,0.56,0.93,0.05,0.00,0.00,0.00,0.00,2.6400001049,0.29,0.07,0.03,0.17,0.07,0.07,0.03,0.05,0.02,0.00,0.00,0.04,0.00,272479,70057,265124,16648,16257570,3467640,11529330,42,6,10,0.67,0.05,0.20,0.02,0.01,0.02,0.31,0.02,0.96
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,LA,STATE TOTAL,27462,95211,2212547,0.26,0.53,0.36,0.16,545421559,329329868,329329868,376466117,0.37,0.31,0.19,80,0.41,0.58,0.73,0.22,0.00,0.02,0.00,0.00,2.6199998856,0.23,0.07,0.03,0.19,0.08,0.10,0.03,0.05,0.01,0.01,0.00,0.04,0.00,547664,95826,580375,3191,28473960,3659460,30391515,43,3,16,0.64,0.08,0.23,0.02,0.00,0.00,0.20,0.03,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,MA,STATE TOTAL,33861,104316,2318690,0.29,0.55,0.32,0.12,704604421,446319667,446319667,404307312,0.25,0.35,0.03,83,0.39,0.60,0.89,0.03,0.01,0.03,0.00,0.01,2.5599999428,0.26,0.05,0.02,0.23,0.08,0.06,0.05,0.03,0.02,0.00,0.00,0.04,0.00,620591,101118,761998,2859,33193515,4786200,49392045,43,5,20,0.47,0.15,0.24,0.11,0.00,0.00,0.24,0.02,0.98
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,MD,STATE TOTAL,26335,74647,1594338,0.31,0.59,0.28,0.10,459451321,289968968,289968968,294236883,0.16,0.17,0.05,82,0.40,0.59,0.73,0.21,0.02,0.01,0.00,0.01,2.4600000381,0.26,0.04,0.03,0.16,0.14,0.06,0.03,0.05,0.03,0.00,0.00,0.04,0.00,370072,68379,359545,5905,22432590,3315945,23273700,39,4,16,0.56,0.23,0.14,0.03,0.00,0.01,0.27,0.02,0.97
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,ME,STATE TOTAL,8752,26924,605035,0.28,0.55,0.32,0.12,183251770,103850944,103850944,108042219,0.33,0.33,0.48,82,0.41,0.58,0.98,0.00,0.00,0.00,0.00,0.00,2.3599998951,0.27,0.06,0.01,0.20,0.08,0.02,0.10,0.05,0.01,0.00,0.01,0.05,0.00,145620,28217,193208,331,8212755,1322160,10673925,37,5,19,0.50,0.16,0.27,0.03,0.00,0.01,0.24,0.02,0.98
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,MI,STATE TOTAL,60116,186557,4170067,0.29,0.56,0.32,0.12,1090969409,680157280,680157280,717225410,0.45,0.23,0.21,82,0.41,0.58,0.88,0.08,0.00,0.01,0.00,0.00,2.6099998951,0.24,0.06,0.02,0.16,0.11,0.08,0.06,0.06,0.01,0.00,0.00,0.05,0.00,1059647,227685,879141,10944,58334145,10486785,51036330,50,6,16,0.49,0.27,0.15,0.03,0.00,0.00,0.24,0.02,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,MN,STATE TOTAL,29427,93634,2118291,0.23,0.51,0.35,0.12,623695487,377270040,377270040,359255918,0.49,0.30,0.29,83,0.41,0.58,0.94,0.01,0.01,0.00,0.00,0.00,2.3900001049,0.24,0.05,0.02,0.20,0.09,0.06,0.08,0.05,0.01,0.00,0.00,0.05,0.00,516675,122546,368725,1680,30125205,5826375,21977580,44,7,13,0.31,0.37,0.22,0.07,0.00,0.00,0.23,0.02,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,MO,STATE TOTAL,36577,118271,2680158,0.27,0.54,0.33,0.14,704301018,421360517,421360517,456275741,0.37,0.28,0.29,81,0.41,0.58,0.90,0.07,0.00,0.00,0.00,0.00,2.5999999046,0.26,0.07,0.02,0.17,0.07,0.09,0.04,0.05,0.01,0.00,0.00,0.06,0.00,742152,128931,476174,2169,41664765,5979885,26939985,53,6,14,0.48,0.09,0.28,0.12,0.00,0.00,0.22,0.03,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,MS,STATE TOTAL,18768,70217,1658641,0.25,0.51,0.38,0.18,414060801,244205154,244205154,279214598,0.17,0.28,0.57,80,0.41,0.58,0.75,0.22,0.00,0.00,0.00,0.00,2.4800000191,0.23,0.09,0.03,0.21,0.08,0.10,0.05,0.07,0.01,0.00,0.00,0.05,0.00,452777,70196,478047,708,20751615,2925915,24717915,40,4,17,0.66,0.13,0.11,0.06,0.00,0.00,0.17,0.04,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,MT,STATE TOTAL,4988,13833,293255,0.28,0.57,0.29,0.08,76229414,47627912,47627912,51256505,0.21,0.16,0.55,82,0.45,0.54,0.95,0.00,0.00,0.01,0.02,0.00,2.2300000191,0.28,0.07,0.03,0.13,0.04,0.05,0.07,0.05,0.01,0.00,0.01,0.04,0.00,73422,15833,49467,521,4002930,763275,2831850,41,6,10,0.51,0.32,0.05,0.07,0.00,0.00,0.26,0.03,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,NC,STATE TOTAL,54533,173832,3946676,0.27,0.54,0.33,0.13,1122524197,668685066,668685066,722277241,0.38,0.23,0.29,81,0.41,0.58,0.81,0.15,0.00,0.01,0.00,0.00,2.5799999237,0.26,0.06,0.02,0.18,0.11,0.07,0.05,0.04,0.01,0.00,0.00,0.04,0.00,956262,220272,958482,31906,49209150,9155595,50890440,38,4,15,0.58,0.19,0.12,0.05,0.00,0.02,0.23,0.02,0.97
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,ND,STATE TOTAL,3422,9786,210927,0.28,0.57,0.30,0.10,57651281,32324559,32324559,35983563,0.27,0.30,0.52,83,0.41,0.58,0.96,0.00,0.00,0.00,0.02,0.00,2.3199999332,0.26,0.04,0.02,0.21,0.04,0.04,0.13,0.04,0.02,0.00,0.01,0.05,0.00,51147,16708,48284,119,3077850,726735,2513820,51,8,11,0.29,0.23,0.34,0.11,0.00,0.00,0.26,0.02,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,NE,STATE TOTAL,9794,29299,647904,0.26,0.54,0.31,0.11,169496273,104836827,104836827,109911908,0.21,0.27,0.41,83,0.41,0.58,0.93,0.02,0.00,0.01,0.00,0.00,2.3199999332,0.23,0.06,0.01,0.22,0.06,0.09,0.05,0.04,0.01,0.00,0.00,0.05,0.00,190856,32580,132787,382,10570335,1540500,7657935,55,6,14,0.32,0.21,0.38,0.06,0.00,0.00,0.25,0.02,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,NH,STATE TOTAL,6774,20859,467286,0.25,0.53,0.33,0.12,136808276,81992598,81992598,81968130,0.21,0.24,0.36,82,0.41,0.58,0.97,0.00,0.00,0.00,0.00,0.00,2.2999999523,0.26,0.07,0.01,0.18,0.08,0.04,0.08,0.05,0.01,0.00,0.00,0.04,0.00,111723,24311,140935,862,6221580,1178910,8076270,39,5,20,0.49,0.20,0.16,0.11,0.00,0.00,0.24,0.02,0.98
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,NJ,STATE TOTAL,38846,109889,2340932,0.35,0.61,0.27,0.10,784494598,462082569,462082569,412095466,0.29,0.24,0.01,84,0.38,0.61,0.82,0.08,0.02,0.06,0.00,0.00,2.6800000668,0.25,0.05,0.03,0.23,0.07,0.08,0.04,0.04,0.03,0.00,0.00,0.04,0.00,533462,115816,1218941,1587,31541790,5408955,124288755,42,5,38,0.54,0.18,0.12,0.11,0.00,0.00,0.27,0.02,0.98
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,NM,STATE TOTAL,10956,40687,972361,0.23,0.48,0.39,0.18,222603371,152309064,152309064,161650062,0.40,0.21,0.29,82,0.43,0.56,0.62,0.01,0.00,0.30,0.04,0.00,2.2699999809,0.24,0.09,0.01,0.15,0.08,0.10,0.01,0.07,0.01,0.00,0.00,0.05,0.00,227535,47065,202993,3200,11752110,2006850,10864620,41,4,14,0.62,0.26,0.05,0.03,0.00,0.00,0.18,0.03,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,NV,STATE TOTAL,14762,48315,1086696,0.30,0.56,0.33,0.14,324925708,206485283,206485283,190650600,0.46,0.13,0.11,81,0.45,0.54,0.77,0.07,0.04,0.08,0.00,0.01,2.6300001144,0.26,0.09,0.01,0.19,0.10,0.11,0.02,0.07,0.00,0.00,0.00,0.04,0.00,251286,45017,375777,5148,14679810,2015265,22347630,44,4,22,0.67,0.24,0.01,0.03,0.00,0.01,0.21,0.04,0.98
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,NY,STATE TOTAL,49423,127412,2584827,0.33,0.62,0.25,0.08,770242960,528119417,528119417,479296522,0.41,0.34,0.10,83,0.40,0.59,0.77,0.09,0.03,0.08,0.00,0.01,2.8399999142,0.35,0.04,0.02,0.18,0.07,0.07,0.02,0.03,0.01,0.00,0.00,0.04,0.00,616852,154909,632594,16220,37545300,7526460,94038315,38,6,27,0.76,0.04,0.02,0.13,0.01,0.00,0.30,0.03,0.98
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,OH,STATE TOTAL,80193,263914,6020042,0.29,0.55,0.33,0.14,1650912016,1008218858,1008218858,1088252140,0.48,0.27,0.24,82,0.41,0.58,0.89,0.08,0.00,0.00,0.00,0.00,2.5899999142,0.23,0.06,0.03,0.18,0.12,0.09,0.03,0.05,0.02,0.00,0.00,0.05,0.00,1611025,282110,1527647,15793,108224235,13106055,107942955,80,6,27,0.43,0.19,0.29,0.04,0.00,0.01,0.22,0.02,0.97
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,OK,STATE TOTAL,24718,94087,2253659,0.24,0.49,0.40,0.19,522975922,331965182,331965182,370471588,0.24,0.28,0.43,81,0.41,0.58,0.85,0.04,0.00,0.01,0.07,0.00,2.4500000477,0.23,0.09,0.01,0.20,0.08,0.10,0.03,0.07,0.01,0.03,0.00,0.04,0.00,610653,96737,563589,1840,29524920,3802545,30101160,54,5,14,0.51,0.15,0.30,0.01,0.00,0.00,0.17,0.03,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,OR,STATE TOTAL,22644,66282,1445898,0.25,0.55,0.31,0.10,461942108,275680147,275680147,248913039,0.52,0.25,0.26,82,0.43,0.56,0.93,0.01,0.01,0.02,0.00,0.01,2.4000000954,0.25,0.04,0.02,0.19,0.10,0.07,0.06,0.04,0.01,0.00,0.00,0.04,0.00,337858,84644,220098,3567,19495065,3920760,13419195,39,6,14,0.54,0.32,0.04,0.04,0.00,0.00,0.26,0.02,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,PA,STATE TOTAL,75850,225807,4940723,0.31,0.58,0.30,0.11,1408448606,832835186,832835186,870621165,0.48,0.24,0.12,83,0.40,0.59,0.89,0.06,0.00,0.01,0.00,0.00,2.6400001049,0.26,0.05,0.03,0.18,0.08,0.08,0.05,0.06,0.02,0.00,0.00,0.04,0.00,1354161,223032,1630445,5568,74839635,10626990,106384470,44,5,21,0.50,0.18,0.17,0.10,0.00,0.00,0.25,0.02,0.98
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,PR,STATE TOTAL,10052,39140,958614,0.16,0.41,0.45,0.18,208078551,103306700,103306700,161182800,0.82,0.01,0.00,82,0.40,0.59,0.00,0.00,0.00,0.99,0.00,0.00,3.0799999237,0.25,0.06,0.01,0.31,0.10,0.08,0.00,0.05,0.00,0.00,0.00,0.04,0.00,280058,56239,172502,38041,13513740,2494830,9084015,33,4,9,0.81,0.16,0.00,0.00,0.00,0.00,0.14,0.05,0.99
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,RI,STATE TOTAL,6905,21229,470168,0.32,0.58,0.31,0.13,131312226,88222746,88222746,85435025,0.50,0.30,0.00,83,0.41,0.58,0.91,0.02,0.00,0.03,0.00,0.01,2.4700000286,0.24,0.05,0.00,0.23,0.08,0.08,0.03,0.03,0.02,0.00,0.01,0.04,0.00,88548,13935,142037,453,5329665,712185,8771775,35,3,17,0.45,0.06,0.39,0.05,0.00,0.01,0.25,0.02,0.97
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,SC,STATE TOTAL,32759,117495,2752519,0.27,0.52,0.37,0.17,715726668,433157880,433157880,475168511,0.31,0.20,0.20,81,0.42,0.57,0.80,0.18,0.00,0.00,0.00,0.00,2.4400000572,0.23,0.08,0.03,0.22,0.08,0.07,0.05,0.05,0.01,0.00,0.00,0.06,0.00,666072,124085,885527,35233,32833590,5557260,51482805,45,5,17,0.66,0.15,0.09,0.06,0.00,0.01,0.19,0.03,0.98
2020,FY,STATE,HOS,STATE,STATE TOTAL,STATE TOTAL,SD,STATE TOTAL,4123,10743,219796,0.31,0.60,0.26,0.08,74130091,34298394,34298394,38992812,0.27,0.24,0.61,82,0.43,0.56,0.95,0.00,0.00,0.00,0.02,0.00,2.2899999619,0.29,0.05,0.03,0.14,0.05,0.03,0.10,0.02,0.02,0.00,0.01,0.03,0.00,98805,13604,102762,419,4214040,640050,4310100,49,5,23,0.37,0.08,0.39,0.08,0.00,0.03,0.29,0.02,0.99
