YEAR,YEAR_TYPE,SMRY_CTGRY,SRVC_CTGRY,PRVDR_ID,PRVDR_NAME,PRVDR_CITY,STATE,PRVDR_ZIP,BENE_DSTNCT_CNT,TOT_EPSD_STAY_CNT,TOT_SRVC_DAYS,BENE_LE_7_SRVC_DAYS_PCT,BENE_LE_30_SRVC_DAYS_PCT,TOT_CHRG_AMT,TOT_ALOWD_AMT,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,TOT_OUTLIER_PYMT_AMT,BENE_MA_PCT,BENE_DUAL_PCT,BENE_RRL_PCT,BENE_AVG_AGE,BENE_MALE_PCT,BENE_FEML_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_API_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_NATIND_PCT,BENE_RACE_OTHR_PCT,BENE_AVG_RISK_SCRE,BENE_AVG_CC_CNT,BENE_CC_AF_PCT,BENE_CC_ALZHMR_PCT,BENE_CC_ASTHMA_PCT,BENE_CC_CNCR_PCT,BENE_CC_CHF_PCT,BENE_CC_CKD_PCT,BENE_CC_COPD_PCT,BENE_CC_DPRSSN_PCT,BENE_CC_DBTS_PCT,BENE_CC_HYPLPDMA_PCT,BENE_CC_HYPRTNSN_PCT,BENE_CC_IHD_PCT,BENE_CC_OPO_PCT,BENE_CC_RAOA_PCT,BENE_CC_SZ_PCT,BENE_CC_STROK_PCT,BENE_PRMRY_DX_CNCR_PCT,BENE_PRMRY_DX_COPD_PCT,BENE_PRMRY_DX_RSPRTRYFAILR_PCT,BENE_PRMRY_DX_DMNT_PCT,BENE_PRMRY_DX_STROK_PCT,BENE_PRMRY_DX_CHF_PCT,BENE_PRMRY_DX_HYPRTNSN_PCT,BENE_PRMRY_DX_OTHRCRDVSCLR_PCT,BENE_PRMRY_DX_INFCTN_PCT,BENE_PRMRY_DX_ORTHO_PCT,BENE_PRMRY_DX_INJURY_PCT,BENE_PRMRY_DX_MTR_NRL_PCT,BENE_PRMRY_DX_DBTS_PCT,BENE_PRMRY_DX_SKN_PCT,BENE_PRMRY_DX_AFTRCRE_PCT,TOT_PT_MNTS,INDVDL_PT_MNTS,CNCRNT_GRP_PT_MNTS,COTRT_PT_MNTS,TOT_OT_MNTS,INDVDL_OT_MNTS,CNCRNT_GRP_OT_MNTS,COTRT_OT_MNTS,TOT_SLP_MNTS,INDVDL_SLP_MNTS,CNCRNT_GRP_SLP_MNTS,COTRT_SLP_MNTS,DSCHRG_CMNTY_SLFCR_PCT,DSCHRG_IP_PCT,DSCHRG_HH_PCT,DSCHRG_SNF_PCT,DSCHRG_HOSPC_PCT,DSCHRG_DEATH_PCT,CMG_STROK_DAYS_PCT,CMG_INJURY_TRMA_DAYS_PCT,CMG_ORTHO_DAYS_PCT,CMG_ARTHRTS_DAYS_PCT,CMG_CRDVSCLR_PLMNRY_DAYS_PCT,CMG_NRLGCL_DAYS_PCT,CMG_OTHR_DAYS_PCT
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,FL,STATE TOTAL,26358,29843,387245,0.12,0.92,1569448072,631759253,620977910,650558608,12503927,0.00,0.14,0.04,77,0.47,0.52,0.81,0.07,0.00,0.08,0.00,0.01,2.98,7,0.36,0.46,0.12,0.20,0.52,0.71,0.40,0.60,0.51,0.88,0.88,0.71,0.22,0.70,0.07,0.34,0.00,0.01,0.00,0.00,0.16,0.00,0.01,0.01,0.01,0.03,0.27,0.18,0.00,0.00,0.16,18641433,14856273,3595732,189428,18984445,15324112,3481182,179151,4288652,3948174,313774,26704,0.09,0.10,0.60,0.12,0.01,0.00,0.18,0.19,0.22,0.00,0.08,0.12,0.18
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,GA,STATE TOTAL,7710,8507,107447,0.11,0.93,432661835,179447012,176516986,189736575,7094700,0.00,0.10,0.19,74,0.47,0.52,0.72,0.24,0.00,0.01,0.00,0.01,2.97,7,0.29,0.38,0.11,0.16,0.52,0.72,0.34,0.49,0.54,0.88,0.88,0.61,0.15,0.64,0.05,0.34,0.00,0.00,0.00,0.00,0.19,0.00,0.01,0.01,0.01,0.03,0.23,0.15,0.00,0.00,0.14,5259941,4349324,886321,24296,5312868,4570451,718246,24171,986536,914468,69149,2919,0.17,0.10,0.57,0.09,0.01,0.00,0.21,0.18,0.18,0.00,0.08,0.11,0.20
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,HI,STATE TOTAL,539,569,6500,0.18,0.94,21682124,13577902,13377911,10958082,337692,0.00,0.08,0.16,76,0.49,0.50,0.26,0.00,0.54,0.03,0.00,0.14,1.97,6,0.22,0.38,0.16,0.18,0.31,0.59,0.17,0.53,0.51,0.88,0.88,0.45,0.24,0.56,0.02,0.37,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.17,0.16,0.03,0.00,0.00,0.25,349320,346770,2550,0,291345,289440,1905,0,56400,56400,0,0,0.72,0.06,0.10,0.06,0.00,0.00,0.28,0.23,0.31,0.00,0.04,0.02,0.09
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,IA,STATE TOTAL,2745,2930,36697,0.16,0.94,121056886,58687462,57907826,60156963,890403,0.04,0.13,0.38,75,0.51,0.48,0.93,0.02,0.00,0.01,0.00,0.01,2.39,6,0.29,0.25,0.11,0.16,0.43,0.63,0.28,0.52,0.46,0.88,0.88,0.55,0.16,0.58,0.03,0.38,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.01,0.02,0.19,0.05,0.00,0.00,0.40,1541881,1468689,47300,25892,1552967,1490189,37192,25586,521260,511438,6498,3324,0.26,0.09,0.45,0.15,0.00,0.00,0.30,0.21,0.14,0.00,0.05,0.06,0.21
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,ID,STATE TOTAL,1209,1279,16477,0.18,0.92,52618743,27414200,27017023,28440349,1911013,0.00,0.12,0.37,75,0.51,0.48,0.93,0.00,0.00,0.03,0.00,0.00,2.20,6,0.27,0.43,0.12,0.16,0.40,0.57,0.26,0.53,0.42,0.88,0.88,0.51,0.20,0.61,0.02,0.38,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.01,0.02,0.23,0.06,0.00,0.00,0.20,683164,640085,42405,674,599039,559140,39118,781,279551,261450,17966,135,0.19,0.07,0.57,0.11,0.01,0.00,0.31,0.22,0.18,0.00,0.04,0.07,0.14
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,IL,STATE TOTAL,11847,13222,182510,0.11,0.91,846642697,327296544,322219736,300907662,14211611,0.00,0.20,0.09,75,0.49,0.50,0.78,0.12,0.02,0.05,0.00,0.00,2.80,7,0.33,0.37,0.12,0.18,0.54,0.71,0.33,0.56,0.52,0.88,0.88,0.64,0.18,0.68,0.04,0.38,0.00,0.00,0.00,0.00,0.23,0.00,0.01,0.01,0.02,0.03,0.18,0.15,0.00,0.00,0.20,8372904,7926775,424179,21950,8019582,7542229,457248,20105,2433209,2307441,124587,1181,0.22,0.10,0.46,0.15,0.00,0.00,0.26,0.21,0.13,0.00,0.07,0.10,0.19
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,IN,STATE TOTAL,9453,10589,131846,0.13,0.93,466752251,227374152,224045148,224007247,3814946,0.00,0.18,0.23,75,0.47,0.52,0.86,0.09,0.00,0.02,0.00,0.01,2.78,7,0.32,0.37,0.13,0.17,0.54,0.73,0.41,0.58,0.53,0.88,0.88,0.65,0.18,0.68,0.05,0.34,0.00,0.01,0.00,0.00,0.20,0.00,0.02,0.01,0.01,0.03,0.16,0.21,0.00,0.00,0.15,6610976,5942850,607988,60138,6670484,6074446,536305,59733,1872925,1779135,90243,3547,0.26,0.09,0.44,0.14,0.00,0.00,0.23,0.21,0.13,0.00,0.08,0.12,0.19
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,KS,STATE TOTAL,5246,5908,69413,0.19,0.94,241098519,119690032,117618979,120475682,2464552,0.00,0.12,0.33,75,0.47,0.52,0.87,0.06,0.00,0.03,0.00,0.01,2.65,7,0.30,0.37,0.13,0.17,0.44,0.67,0.33,0.59,0.48,0.88,0.88,0.60,0.19,0.67,0.05,0.29,0.00,0.00,0.00,0.00,0.16,0.00,0.01,0.01,0.01,0.03,0.22,0.21,0.00,0.00,0.15,3381485,2955752,383529,42204,3351060,2972424,338212,40424,869172,834852,31648,2672,0.21,0.09,0.49,0.13,0.00,0.00,0.19,0.17,0.20,0.00,0.05,0.18,0.18
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,KY,STATE TOTAL,5626,6273,78250,0.14,0.92,261334809,132741024,130507335,131269853,2478625,0.01,0.17,0.46,74,0.45,0.54,0.92,0.05,0.00,0.00,0.00,0.01,2.73,7,0.30,0.36,0.11,0.17,0.52,0.70,0.44,0.57,0.51,0.88,0.88,0.64,0.18,0.71,0.05,0.32,0.00,0.02,0.00,0.00,0.20,0.00,0.00,0.01,0.01,0.03,0.21,0.17,0.00,0.00,0.16,3979086,3566818,371172,41096,4030006,3584249,406568,39189,1237198,1139123,90919,7156,0.17,0.10,0.53,0.12,0.00,0.00,0.23,0.17,0.19,0.00,0.08,0.11,0.19
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,LA,STATE TOTAL,7880,8777,116460,0.10,0.94,386110324,178566790,174658499,191656753,3704398,0.00,0.25,0.25,74,0.44,0.55,0.70,0.25,0.00,0.02,0.00,0.00,2.72,7,0.27,0.41,0.11,0.15,0.50,0.68,0.36,0.55,0.53,0.88,0.88,0.64,0.18,0.68,0.09,0.33,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.01,0.01,0.06,0.22,0.14,0.00,0.00,0.15,5702393,4790599,879603,32191,5658943,4802965,823081,32897,1797765,1661746,132155,3864,0.12,0.10,0.51,0.19,0.00,0.00,0.24,0.16,0.23,0.00,0.06,0.12,0.16
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,MA,STATE TOTAL,7005,7906,106522,0.11,0.90,266331032,201620274,198111900,167396263,3207903,0.00,0.20,0.02,76,0.48,0.51,0.89,0.04,0.00,0.02,0.00,0.02,2.57,7,0.33,0.41,0.14,0.17,0.45,0.65,0.30,0.63,0.42,0.88,0.88,0.59,0.22,0.61,0.05,0.36,0.00,0.01,0.00,0.00,0.21,0.00,0.00,0.01,0.01,0.03,0.27,0.15,0.00,0.00,0.17,3995052,3271601,684093,39358,4276504,3561686,704414,10404,1043934,996391,44428,3115,0.04,0.09,0.65,0.14,0.00,0.00,0.23,0.21,0.21,0.00,0.06,0.11,0.15
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,MD,STATE TOTAL,2171,2421,32189,0.11,0.91,71937540,50847878,50044383,50553470,363515,0.00,0.13,0.25,77,0.45,0.54,0.74,0.16,0.03,0.02,0.00,0.00,1.99,7,0.29,0.48,0.12,0.18,0.40,0.64,0.27,0.51,0.48,0.88,0.88,0.61,0.18,0.70,0.03,0.38,0.01,0.00,0.00,0.00,0.23,0.01,0.00,0.02,0.03,0.03,0.24,0.10,0.00,0.00,0.21,1468572,1087884,371446,9242,1494481,1159624,324799,10058,433805,385944,46356,1505,0.09,0.09,0.62,0.11,0.00,0.00,0.26,0.19,0.22,0.00,0.06,0.08,0.16
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,ME,STATE TOTAL,1296,1393,18409,0.14,0.90,53504627,32233796,31775195,30528862,989245,0.00,0.21,0.43,75,0.47,0.52,0.96,0.00,0.00,0.00,0.00,0.01,2.55,6,0.30,0.28,0.10,0.16,0.43,0.63,0.32,0.55,0.41,0.88,0.88,0.55,0.21,0.59,0.03,0.34,0.00,0.01,0.00,0.00,0.25,0.00,0.01,0.01,0.00,0.07,0.28,0.09,0.00,0.00,0.14,860182,746133,109015,5034,843635,763104,75482,5049,281808,261325,19540,943,0.06,0.07,0.66,0.13,0.01,0.00,0.28,0.18,0.25,0.00,0.06,0.07,0.13
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,MI,STATE TOTAL,7696,8455,104756,0.17,0.92,413286874,189927933,187475010,184789947,6829773,0.00,0.21,0.19,74,0.49,0.50,0.80,0.14,0.01,0.01,0.00,0.01,3.00,7,0.33,0.40,0.14,0.19,0.54,0.72,0.40,0.56,0.53,0.88,0.88,0.67,0.16,0.69,0.04,0.37,0.01,0.00,0.00,0.00,0.22,0.00,0.01,0.01,0.02,0.02,0.17,0.23,0.00,0.00,0.13,5106751,4966647,89795,50309,4926590,4814478,61741,50371,1163428,1158029,3816,1583,0.18,0.10,0.53,0.11,0.01,0.00,0.25,0.21,0.11,0.00,0.08,0.13,0.19
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,MN,STATE TOTAL,1671,1750,23365,0.20,0.92,106650657,47182563,46545476,41329632,3526543,0.15,0.18,0.37,72,0.57,0.42,0.88,0.04,0.02,0.01,0.01,0.02,2.54,6,0.31,0.26,0.11,0.16,0.39,0.59,0.21,0.53,0.41,0.88,0.88,0.53,0.14,0.50,0.03,0.49,0.01,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.01,0.01,0.13,0.12,0.00,0.00,0.17,921104,916464,3585,1055,950974,946799,3105,1070,363877,363642,150,85,0.35,0.10,0.33,0.17,0.00,0.00,0.41,0.27,0.06,0.00,0.06,0.04,0.14
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,MO,STATE TOTAL,8346,9259,114291,0.14,0.93,429057796,198867021,196053225,198444432,3705995,0.00,0.16,0.26,75,0.47,0.52,0.87,0.09,0.00,0.01,0.00,0.01,2.73,7,0.31,0.38,0.12,0.18,0.48,0.69,0.34,0.55,0.49,0.88,0.88,0.60,0.19,0.67,0.04,0.33,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.01,0.01,0.03,0.22,0.14,0.00,0.00,0.17,5696105,5327805,333520,34780,5614788,5267641,313012,34135,1648847,1572771,74899,1177,0.21,0.09,0.51,0.13,0.00,0.00,0.22,0.21,0.20,0.00,0.07,0.09,0.18
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,MS,STATE TOTAL,3126,3346,42880,0.11,0.94,146996866,69743677,68835693,75799418,834208,0.00,0.15,0.46,74,0.46,0.53,0.73,0.24,0.00,0.00,0.00,0.00,2.63,7,0.29,0.33,0.10,0.16,0.50,0.69,0.33,0.48,0.51,0.88,0.88,0.62,0.17,0.70,0.04,0.34,0.00,0.00,0.00,0.00,0.22,0.00,0.01,0.00,0.01,0.02,0.22,0.15,0.00,0.00,0.16,2212968,1734422,419655,58891,2238415,1765086,418752,54577,585396,507621,51350,26425,0.16,0.10,0.58,0.10,0.00,0.00,0.24,0.15,0.24,0.00,0.05,0.11,0.17
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,MT,STATE TOTAL,753,794,8786,0.24,0.95,30298000,15412020,15181691,16049773,298203,0.00,0.09,0.46,76,0.53,0.46,0.89,0.00,0.00,0.00,0.06,0.00,1.93,6,0.25,0.26,0.10,0.14,0.36,0.55,0.26,0.56,0.37,0.73,0.88,0.50,0.20,0.57,0.02,0.38,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.03,0.30,0.07,0.00,0.00,0.15,424980,409102,11969,3909,381527,368543,9040,3944,152950,147972,4698,280,0.49,0.07,0.29,0.10,0.00,0.00,0.31,0.20,0.23,0.00,0.03,0.04,0.14
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,NC,STATE TOTAL,6559,7080,96982,0.12,0.91,356365947,162691484,160590638,158883480,4750580,0.00,0.14,0.24,73,0.51,0.48,0.75,0.21,0.00,0.01,0.00,0.01,2.64,6,0.28,0.28,0.11,0.16,0.45,0.68,0.30,0.49,0.51,0.88,0.88,0.57,0.16,0.62,0.03,0.39,0.01,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.01,0.02,0.21,0.09,0.00,0.00,0.24,4758495,4475937,263833,18725,4767680,4468316,280744,18620,1081816,1010911,69729,1176,0.26,0.08,0.48,0.11,0.00,0.00,0.30,0.20,0.15,0.00,0.06,0.05,0.20
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,ND,STATE TOTAL,558,594,6800,0.25,0.94,25221654,12948100,12733875,13878196,2143334,0.10,0.16,0.66,74,0.52,0.47,0.91,0.00,0.00,0.00,0.04,0.00,2.20,6,0.29,0.22,0.09,0.16,0.42,0.59,0.34,0.49,0.44,0.88,0.88,0.59,0.22,0.56,0.01,0.41,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.03,0.03,0.03,0.26,0.09,0.01,0.00,0.04,343328,333766,9469,93,350934,341469,9342,123,110690,109744,946,0,0.48,0.17,0.18,0.12,0.00,0.00,0.32,0.17,0.16,0.00,0.07,0.05,0.19
2020,FY,STATE,IRF,STATE,STATE TOTAL,STATE TOTAL,NE,STATE TOTAL,1635,1718,24993,0.12,0.91,102677577,41152154,40267325,40046502,3946148,0.01,0.12,0.50,74,0.54,0.45,0.92,0.02,0.00,0.02,0.00,0.02,2.23,6,0.29,0.30,0.08,0.18,0.40,0.63,0.28,0.49,0.43,0.88,0.88,0.53,0.17,0.62,0.02,0.43,0.01,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.02,0.02,0.22,0.08,0.00,0.00,0.20,1095534,1087178,2904,5452,1058096,1039892,12347,5857,465603,461395,3529,679,0.34,0.08,0.38,0.15,0.01,0.00,0.34,0.28,0.11,0.00,0.05,0.04,0.16
