YEAR,YEAR_TYPE,SMRY_CTGRY,SRVC_CTGRY,PRVDR_ID,PRVDR_NAME,PRVDR_CITY,STATE,PRVDR_ZIP,BENE_DSTNCT_CNT,TOT_EPSD_STAY_CNT,TOT_SRVC_DAYS,BENE_LE_7_SRVC_DAYS_PCT,BENE_LE_30_SRVC_DAYS_PCT,BENE_GE_60_SRVC_DAYS_PCT,TOT_CHRG_AMT,TOT_ALOWD_AMT,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,TOT_OUTLIER_PYMT_AMT,BENE_MA_PCT,BENE_DUAL_PCT,BENE_RRL_PCT,BENE_AVG_AGE,BENE_MALE_PCT,BENE_FEML_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_API_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_NATIND_PCT,BENE_RACE_OTHR_PCT,BENE_AVG_RISK_SCRE,BENE_AVG_CC_CNT,BENE_CC_AF_PCT,BENE_CC_ALZHMR_PCT,BENE_CC_ASTHMA_PCT,BENE_CC_CNCR_PCT,BENE_CC_CHF_PCT,BENE_CC_CKD_PCT,BENE_CC_COPD_PCT,BENE_CC_DPRSSN_PCT,BENE_CC_DBTS_PCT,BENE_CC_HYPLPDMA_PCT,BENE_CC_HYPRTNSN_PCT,BENE_CC_IHD_PCT,BENE_CC_OPO_PCT,BENE_CC_RAOA_PCT,BENE_CC_SZ_PCT,BENE_CC_STROK_PCT,BENE_PRMRY_DX_CNCR_PCT,BENE_PRMRY_DX_COPD_PCT,BENE_PRMRY_DX_RSPRTRYFAILR_PCT,BENE_PRMRY_DX_DMNT_PCT,BENE_PRMRY_DX_STROK_PCT,BENE_PRMRY_DX_CHF_PCT,BENE_PRMRY_DX_HYPRTNSN_PCT,BENE_PRMRY_DX_OTHRCRDVSCLR_PCT,BENE_PRMRY_DX_INFCTN_PCT,BENE_PRMRY_DX_ORTHO_PCT,BENE_PRMRY_DX_INJURY_PCT,BENE_PRMRY_DX_MTR_NRL_PCT,BENE_PRMRY_DX_DBTS_PCT,BENE_PRMRY_DX_SKN_PCT,BENE_PRMRY_DX_AFTRCRE_PCT,DSCHRG_CMNTY_SLFCR_PCT,DSCHRG_IP_PCT,DSCHRG_HH_PCT,DSCHRG_SNF_PCT,DSCHRG_IRF_PCT,DSCHRG_HOSPC_PCT,DSCHRG_DEATH_PCT
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,FL,STATE TOTAL,6208,6697,174940,0.11,0.65,0.07,1379532745,302549906,278430305,300425290,26943664,0.00,0.36,0.06,72.00,0.54,0.45,0.67,0.17,0.00,0.12,0.00,0.01,4.70,8,0.43,0.53,0.13,0.16,0.88,0.88,0.64,0.62,0.68,0.88,0.88,0.88,0.12,0.58,0.16,0.30,0.00,0.00,0.51,0.00,0.01,0.00,0.02,0.01,0.10,0.05,0.08,0.00,0.01,0.03,0.02,0.03,0.07,0.13,0.36,0.08,0.06,0.18
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,GA,STATE TOTAL,1750,1835,54744,0.09,0.59,0.09,480313192,106221887,98441213,105314879,20989078,0.00,0.32,0.23,68.00,0.55,0.44,0.56,0.39,0.00,0.01,0.00,0.01,4.62,7,0.32,0.39,0.13,0.13,0.72,0.88,0.51,0.48,0.66,0.88,0.88,0.64,0.07,0.48,0.10,0.28,0.00,0.00,0.61,0.00,0.01,0.00,0.00,0.01,0.09,0.03,0.06,0.00,0.02,0.03,0.01,0.06,0.12,0.12,0.28,0.14,0.04,0.16
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,IA,STATE TOTAL,457,471,12969,0.06,0.60,0.05,94196133,20939464,19910238,21054622,2629433,0.00,0.31,0.44,70.00,0.51,0.48,0.87,0.06,0.02,0.03,0.00,0.00,3.74,7,0.40,0.32,0.14,0.16,0.69,0.88,0.52,0.53,0.57,0.88,0.88,0.65,0.11,0.48,0.04,0.22,0.00,0.00,0.42,0.00,0.02,0.00,0.00,0.02,0.09,0.00,0.17,0.00,0.00,0.00,0.03,0.04,0.07,0.13,0.42,0.09,0.03,0.15
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,ID,STATE TOTAL,352,367,9143,0.08,0.69,0.04,36157606,14816699,14162991,14832943,969802,0.00,0.31,0.40,69.00,0.55,0.44,0.88,0.00,0.00,0.05,0.00,0.00,3.82,6,0.30,0.38,0.15,0.15,0.53,0.75,0.46,0.57,0.53,0.65,0.88,0.55,0.12,0.49,0.05,0.20,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.00,0.03,0.03,0.05,0.13,0.10,0.13,0.35,0.15,0.00,0.07
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,IL,STATE TOTAL,1668,1855,55701,0.11,0.55,0.11,427471491,100502293,90053965,87432396,11593041,0.00,0.53,0.06,68.00,0.55,0.44,0.55,0.28,0.03,0.10,0.00,0.00,4.79,8,0.39,0.49,0.18,0.15,0.88,0.88,0.56,0.66,0.70,0.88,0.88,0.72,0.11,0.55,0.17,0.31,0.00,0.00,0.56,0.00,0.00,0.00,0.01,0.01,0.06,0.03,0.08,0.01,0.02,0.03,0.01,0.06,0.12,0.07,0.38,0.05,0.03,0.16
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,IN,STATE TOTAL,1649,1765,46401,0.08,0.64,0.05,340782531,82772450,77034971,79488637,7466247,0.00,0.38,0.19,69.00,0.54,0.45,0.71,0.23,0.00,0.02,0.00,0.01,4.65,8,0.40,0.45,0.15,0.16,0.88,0.88,0.63,0.59,0.70,0.88,0.88,0.73,0.12,0.60,0.08,0.27,0.00,0.01,0.44,0.00,0.01,0.00,0.01,0.02,0.10,0.03,0.10,0.00,0.03,0.03,0.02,0.07,0.07,0.12,0.35,0.10,0.02,0.18
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,KS,STATE TOTAL,587,638,16687,0.08,0.65,0.06,132366006,27697606,25528054,27511085,3704966,0.00,0.31,0.31,68.00,0.53,0.46,0.78,0.12,0.00,0.04,0.01,0.00,4.29,7,0.38,0.43,0.14,0.15,0.68,0.88,0.54,0.60,0.62,0.74,0.88,0.68,0.11,0.57,0.09,0.22,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.13,0.00,0.02,0.04,0.02,0.04,0.09,0.14,0.34,0.12,0.05,0.13
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,KY,STATE TOTAL,1126,1216,31322,0.10,0.61,0.06,237595277,50496413,46985158,51587795,3072107,0.01,0.39,0.56,68.00,0.54,0.45,0.88,0.09,0.00,0.00,0.00,0.01,4.36,8,0.40,0.39,0.12,0.15,0.88,0.88,0.70,0.65,0.65,0.88,0.88,0.72,0.10,0.62,0.14,0.23,0.00,0.03,0.43,0.00,0.02,0.00,0.02,0.02,0.13,0.03,0.09,0.00,0.04,0.01,0.02,0.11,0.08,0.12,0.31,0.09,0.02,0.17
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,LA,STATE TOTAL,6411,7343,172800,0.10,0.68,0.04,840675835,240294722,226294758,263147032,7839832,0.00,0.45,0.31,71.00,0.49,0.50,0.59,0.37,0.00,0.01,0.00,0.00,3.88,7,0.28,0.52,0.10,0.13,0.60,0.88,0.47,0.57,0.61,0.88,0.88,0.66,0.12,0.62,0.19,0.23,0.00,0.00,0.18,0.00,0.01,0.00,0.02,0.03,0.21,0.05,0.12,0.01,0.05,0.05,0.02,0.12,0.14,0.21,0.24,0.05,0.04,0.11
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,MA,STATE TOTAL,1855,2052,51659,0.12,0.67,0.07,268534320,83495474,73966748,64691842,8004036,0.00,0.39,0.01,70.00,0.55,0.44,0.80,0.07,0.00,0.06,0.00,0.02,4.20,7,0.37,0.47,0.17,0.17,0.66,0.88,0.50,0.63,0.56,0.88,0.88,0.72,0.14,0.49,0.11,0.24,0.01,0.00,0.38,0.00,0.03,0.00,0.01,0.02,0.06,0.02,0.10,0.02,0.02,0.00,0.10,0.11,0.19,0.22,0.31,0.02,0.00,0.03
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,MD,STATE TOTAL,71,77,1913,0.00,0.63,0.00,4507805,2204479,1904311,2030122,636690,0.00,0.30,0.00,74.00,0.61,0.38,0.69,0.28,0.00,0.00,0.00,0.00,4.47,7,0.38,0.38,0.00,0.15,0.57,0.88,0.43,0.38,0.57,0.73,0.88,0.70,0.00,0.56,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,MI,STATE TOTAL,2305,2481,66333,0.07,0.62,0.05,606058703,115968344,106621105,112216183,10409698,0.01,0.47,0.10,69.00,0.50,0.49,0.65,0.28,0.00,0.02,0.00,0.02,4.89,8,0.38,0.58,0.16,0.16,0.88,0.88,0.69,0.63,0.69,0.88,0.88,0.88,0.10,0.61,0.14,0.29,0.00,0.00,0.55,0.00,0.01,0.00,0.01,0.01,0.08,0.03,0.08,0.00,0.03,0.02,0.02,0.03,0.09,0.14,0.42,0.06,0.03,0.14
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,MN,STATE TOTAL,295,311,10042,0.06,0.51,0.10,88949576,20509966,18832323,16671801,4929757,0.05,0.42,0.20,66.00,0.54,0.45,0.82,0.08,0.00,0.00,0.00,0.00,4.94,7,0.35,0.37,0.18,0.17,0.58,0.88,0.44,0.67,0.48,0.69,0.88,0.56,0.16,0.46,0.12,0.22,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.13,0.00,0.00,0.00,0.06,0.05,0.18,0.13,0.39,0.05,0.00,0.08
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,MO,STATE TOTAL,1472,1556,40818,0.10,0.63,0.06,268134730,69410747,64459482,70119249,8736212,0.00,0.41,0.38,68.00,0.53,0.46,0.81,0.13,0.00,0.01,0.01,0.00,4.47,7,0.37,0.43,0.14,0.17,0.71,0.88,0.62,0.61,0.65,0.74,0.88,0.70,0.10,0.58,0.10,0.21,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.02,0.10,0.06,0.11,0.00,0.04,0.04,0.02,0.08,0.11,0.12,0.32,0.12,0.03,0.14
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,MS,STATE TOTAL,1941,2089,52467,0.12,0.66,0.05,366105644,81926904,77075354,91019559,7934015,0.00,0.43,0.66,71.00,0.52,0.47,0.50,0.46,0.00,0.00,0.00,0.00,3.97,7,0.29,0.45,0.08,0.14,0.68,0.88,0.46,0.49,0.64,0.70,0.88,0.64,0.08,0.61,0.13,0.28,0.00,0.01,0.36,0.00,0.02,0.00,0.02,0.01,0.20,0.03,0.08,0.01,0.02,0.04,0.01,0.06,0.14,0.15,0.26,0.04,0.02,0.20
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,MT,STATE TOTAL,240,243,6193,0.05,0.66,0.00,19660680,11244288,11004235,11481354,96976,0.00,0.30,0.47,69.00,0.57,0.42,0.84,0.00,0.00,0.00,0.11,0.00,3.16,6,0.28,0.24,0.15,0.21,0.61,0.71,0.51,0.57,0.53,0.57,0.88,0.54,0.12,0.43,0.00,0.12,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.26,0.00,0.00,0.00,0.00,0.24,0.13,0.07,0.24,0.07,0.00,0.18
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,NC,STATE TOTAL,1337,1411,43534,0.07,0.54,0.09,319358184,74646403,68080074,70946260,9422046,0.00,0.39,0.35,68.00,0.52,0.47,0.62,0.33,0.00,0.01,0.00,0.01,4.34,7,0.32,0.41,0.14,0.13,0.67,0.88,0.53,0.58,0.64,0.88,0.88,0.64,0.10,0.54,0.09,0.28,0.00,0.00,0.50,0.00,0.02,0.00,0.01,0.02,0.09,0.06,0.08,0.00,0.04,0.03,0.02,0.07,0.07,0.14,0.38,0.09,0.02,0.14
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,ND,STATE TOTAL,157,165,5008,0.00,0.57,0.10,54769513,7043812,6338679,7128110,928863,0.08,0.36,0.64,66.00,0.61,0.38,0.79,0.00,0.00,0.00,0.14,0.00,4.26,7,0.29,0.37,0.14,0.21,0.64,0.88,0.50,0.67,0.59,0.73,0.88,0.67,0.17,0.50,0.00,0.22,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.21,0.00,0.00,0.00,0.00,0.18,0.10,0.12,0.34,0.08,0.00,0.09
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,NE,STATE TOTAL,868,938,27061,0.04,0.60,0.09,169774238,44604897,41379994,42799156,9831719,0.01,0.21,0.39,72.00,0.55,0.44,0.90,0.04,0.00,0.02,0.00,0.01,3.64,7,0.42,0.32,0.12,0.16,0.60,0.88,0.44,0.56,0.54,0.88,0.88,0.61,0.12,0.58,0.04,0.29,0.01,0.00,0.31,0.00,0.10,0.00,0.00,0.02,0.08,0.03,0.17,0.02,0.02,0.01,0.08,0.07,0.14,0.18,0.33,0.12,0.02,0.07
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,NJ,STATE TOTAL,1811,1944,60379,0.07,0.52,0.09,2422671174,165751691,154105045,121652258,47808894,0.00,0.40,0.02,72.00,0.54,0.45,0.64,0.18,0.03,0.10,0.00,0.00,5.09,8,0.42,0.55,0.18,0.17,0.88,0.88,0.61,0.55,0.72,0.88,0.88,0.88,0.10,0.48,0.11,0.32,0.00,0.00,0.64,0.00,0.00,0.00,0.01,0.00,0.07,0.02,0.05,0.00,0.02,0.03,0.01,0.08,0.08,0.03,0.37,0.07,0.01,0.21
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,NM,STATE TOTAL,244,255,7237,0.06,0.59,0.06,36445824,13014062,12129376,12863170,906852,0.00,0.39,0.40,69.00,0.54,0.45,0.47,0.00,0.00,0.29,0.19,0.00,4.03,6,0.21,0.36,0.13,0.11,0.58,0.88,0.40,0.54,0.63,0.62,0.88,0.61,0.16,0.44,0.06,0.19,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.09,0.00,0.00,0.00,0.00,0.08,0.13,0.13,0.22,0.20,0.04,0.12
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,NV,STATE TOTAL,1391,1535,38056,0.11,0.68,0.05,276772092,69022432,63750198,57206905,5304483,0.00,0.32,0.10,70.00,0.58,0.41,0.61,0.15,0.06,0.13,0.01,0.01,4.48,7,0.33,0.51,0.15,0.14,0.68,0.88,0.54,0.52,0.68,0.88,0.88,0.67,0.09,0.52,0.13,0.29,0.00,0.00,0.39,0.00,0.01,0.00,0.02,0.02,0.18,0.05,0.09,0.00,0.06,0.03,0.00,0.05,0.18,0.14,0.28,0.11,0.04,0.11
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,NY,STATE TOTAL,1812,2817,43102,0.32,0.69,0.11,105235799,54492115,45746741,32919040,5985254,0.05,0.42,0.00,79.00,0.44,0.55,0.58,0.21,0.03,0.13,0.00,0.02,3.44,6,0.22,0.63,0.11,0.33,0.47,0.67,0.32,0.46,0.51,0.64,0.88,0.61,0.13,0.44,0.12,0.22,0.44,0.01,0.05,0.07,0.03,0.02,0.04,0.01,0.02,0.00,0.01,0.03,0.00,0.04,0.00,0.00,0.01,0.00,0.02,0.00,0.01,0.48
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,OH,STATE TOTAL,3268,3575,93709,0.08,0.63,0.06,808830376,164395087,152443664,165408147,20360825,0.01,0.33,0.20,70.00,0.56,0.43,0.80,0.15,0.00,0.01,0.00,0.01,4.42,8,0.42,0.43,0.14,0.16,0.88,0.88,0.62,0.59,0.65,0.88,0.88,0.72,0.10,0.58,0.11,0.25,0.00,0.00,0.51,0.00,0.01,0.00,0.02,0.01,0.08,0.03,0.09,0.00,0.03,0.02,0.02,0.06,0.11,0.12,0.37,0.09,0.04,0.12
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,OK,STATE TOTAL,2560,2833,66019,0.11,0.72,0.03,538457708,112476572,106442302,119325168,4619967,0.00,0.38,0.44,70.00,0.50,0.49,0.75,0.09,0.00,0.02,0.10,0.00,4.20,7,0.33,0.45,0.15,0.15,0.72,0.88,0.59,0.56,0.62,0.88,0.88,0.71,0.11,0.58,0.09,0.20,0.00,0.01,0.40,0.00,0.01,0.00,0.01,0.01,0.17,0.04,0.12,0.01,0.03,0.04,0.02,0.06,0.13,0.15,0.30,0.08,0.05,0.15
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,OR,STATE TOTAL,119,123,4574,0.00,0.42,0.15,43348831,7175512,6322528,5386804,1017623,0.00,0.45,0.34,66.00,0.62,0.37,0.83,0.00,0.00,0.00,0.00,0.00,3.84,6,0.31,0.35,0.14,0.10,0.61,0.88,0.42,0.52,0.54,0.67,0.88,0.54,0.00,0.43,0.09,0.29,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.08,0.25,0.12,0.36,0.00,0.00,0.00
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,PA,STATE TOTAL,2487,2677,70615,0.08,0.63,0.07,585666726,126740180,116931810,123803244,11396744,0.00,0.36,0.15,69.00,0.55,0.44,0.82,0.12,0.00,0.02,0.00,0.01,4.58,8,0.41,0.42,0.14,0.15,0.72,0.88,0.58,0.62,0.64,0.88,0.88,0.88,0.12,0.56,0.10,0.24,0.00,0.00,0.54,0.00,0.00,0.00,0.01,0.01,0.07,0.03,0.11,0.00,0.02,0.02,0.03,0.03,0.10,0.14,0.33,0.17,0.01,0.14
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,SC,STATE TOTAL,1121,1184,31347,0.08,0.65,0.06,244674238,49900511,46202487,51062033,5529157,0.00,0.30,0.21,69.00,0.56,0.43,0.67,0.29,0.00,0.00,0.00,0.00,4.33,7,0.33,0.41,0.13,0.12,0.72,0.88,0.56,0.54,0.66,0.88,0.88,0.63,0.11,0.55,0.06,0.28,0.00,0.00,0.48,0.00,0.01,0.00,0.00,0.03,0.08,0.05,0.12,0.00,0.05,0.04,0.01,0.03,0.10,0.22,0.30,0.09,0.03,0.15
2020,FY,STATE,LTC,STATE,STATE TOTAL,STATE TOTAL,SD,STATE TOTAL,157,161,4781,0.00,0.50,0.00,32135763,6838285,6458015,7590151,944836,0.16,0.29,0.62,70.00,0.62,0.37,0.83,0.00,0.00,0.00,0.13,0.00,4.10,7,0.38,0.33,0.12,0.15,0.57,0.88,0.43,0.49,0.64,0.88,0.88,0.66,0.12,0.45,0.00,0.27,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.21,0.00,0.00,0.00,0.00,0.09,0.14,0.08,0.30,0.16,0.00,0.11
